idnucleo,nuano,nuplacao,dtcriacao,nmplacao,txresultado,txindicador,txdescricao,dtpinicio,dtpfim,nmresponsavel,nmcolaboradores,nmparceiros,txrecursos,nmfiscal,dtultimaalteracao,stplacao,faceb
22678,2017,16,2017-12-07,Cria um selo do Esquadrão da Beleza,Criar um selo de qualidade para toda empresa nucleada utilizar em suas fachadas e em qualquer outro material de divulgação. Fortalecendo a imagem e qualidade do núcleo.,layout pronto e fotos de utilização,Selo de qualidade Esquadrão da Beleza de SAJ,2017-08-01,2017-10-02,Iara Correia,,,,,2018-03-16,termi,false
22678,2019,1,2019-05-13,PRODUÇÃO DE EQUIPE DO EVENTO MELHORES DO ANO,"Contrapartida publicitária, através da divulgação dos profissionais participantes  nos canais que di",,"O Núcleo de Beleza produzirá a equipe de recepção e atendimento do evento, e a celebridade contratad",2019-04-01,2019-04-30,Érica,,,"Itens de maquiagem, acessórios para cabelo, secador, prancha, escovas, baby liss, extensões, adaptad",,2019-05-13,,true
22678,2019,2,2019-07-05,ENTREVISTA NA RÁDIO ANDAIÁ FM,Divulgação dos Núcleos do Empreender para SAnto Antonio de Jesus e Região através da audiência da Rá,,"Foi realizada entrevista ao vivo na rádio Andaiá FM, as 12h apresentando o Empreender aos ouvintes.",2019-02-18,2019-02-22,Alene Matos,Equipe da Rádio Andaiá FM,Equipe da Rádio Andaiá FM,Ação sem custos.,Wenderson Brito,2019-07-05,,true
22678,2019,3,2019-07-05,Planejamento de Marketing Digital,Melhoria na atuação dos perfis empresarias do nucleados nas redes Sociais.Estabelecer planejamento d,Aumento nas interações e números de seguidores.Melhoria na qualidade das postagens.Conversão de segu,Desenvolver Ações que estimulem os nucleados a produzir um planejamento de comunicação digital efici,2019-04-25,2019-08-19,Alene Matos,,Agência Muito Mais,"Horas técnicas do facilitador da oficina de mídias sociais, auditório, data show, material de divulg",Wenderson Brito,2020-03-20,termi,true
22678,2019,4,2019-07-05,Plano de redução de Gastos com Pessoal,Alcançar economia das despesas relativas a pessoal.,Redução da participação dos Gastos com Pessoais nas despesas gerais,Promover ações que capacitem o empreendedor a gerir sua equipe de forma mais eficiente para o negóci,2019-05-13,2019-09-30,Alene Matos,,Sebrae,"Horas técnicas, data show, notebook, flip chart, contrato padrão, blocos de anotação, caneta, sala d",Wenderson Brito,2019-08-02,atras,true
22679,2016,1,2016-07-22,CÂMARA SETORIAL DA CONSTRUÇÃO CIVIL,Capacitação do setor e geração de parcerias com foco em relação de negócios.,Feedback dos envolvidos,Realização de palestras para apresentação comercial de empresas prestadoras de serviços para grandes obras,2016-07-06,2017-07-18,João Bezerra,Fernanda Fonseca/Lizandry Barros/Rodrigo Pinheiro,ACIC-ASCES-ELIANE-SUPER GESSO-SUPER WALL,"Sala de reuniões,Data show,Notebook,Sistema de áudio,Laserpoint,Auditório,Almoço, Coffee Brreak.",,2017-07-10,termi,false
22679,2016,2,2016-08-05,CÂMARA SETORIAL DA ARQUITETURA,Reconhecimento do Profissional de arquitetura.,Feedback dos envolvidos,"Acompanhar as questões estratégicas da cidade de Caruaru,além de propor melhorias e otimizar os esforços, bem como conquistar a valorização da profissão.",2016-04-14,2016-12-13,PEDRO VILARIM,,ACIC-SEBRAE,,PEDRO VILARIM,2017-06-28,termi,false
22680,2016,1,2016-05-30,AÇÃO PROMOCIONAL - FESTIVAL NUSIPAN,"Aumentar a motivação dos empresarios e dos funcionários das padarias
Aumentar as vendas",Receita financeira anterior ao festival e posterior a ação,"O Festival promocional, tem a pretensão de acontecer mensalmente. Este primeiro é experimental e tem o objetivo de atrair clientes para as padarias.",2016-05-25,2016-06-30,Soraya e Gislaine,Todos do Grupo e a Consultora Joana,ACIDELREI,"Novos vasilhames serão adquiridos - Richaus e embalagens.
Receitas de Canjica deverão ser testadas nas padarias, e serão compartilhadas entre os participantes; A decoração nas padarias sera com bandeirinhas de motivos de festa junina, com o nome da promoção. Produção de layout para as peças gráficas de divulgação. A divulgação ira acontecer por Spot de Radio, banners nas padarias, redes sociais da ACIDELREI e dos empresários. Custo máximo desta ação será de R$600.00",Todos do Grupo,2016-09-15,termi,false
22680,2016,2,2016-06-22,FESTIVAL DE CALDOS NUSIPAN,Aumentar a venda nos estabelecimentos. Conquistar clientes novos. Aumentar o fluxo de clientes na padaria.,Percentual de Venda - Caixa,O Festival dá sequência ao ocorrido no mês de Junho/2016. Conta com o apoio de divulgação da ACIDEREI. 01/07 a 31/07,2016-06-21,2016-07-31,Todos e a Consultora Joana,ACIDELREI,ACIDELREI,"Receitas dos Caldos serão ser testadas nas padarias, e serão compartilhadas entre os participantes; A decoração nas padarias continua c/ as bandeirinhas de motivos de festa junina, com o nome do Nucleo. Produção de layout para as peças gráficas de divulgação. A divulgação ira acontecer por Spot de Radio, banners nas padarias, redes sociais da ACIDELREI e dos empresários. O Spot será patrocinado pela ACIDELREI.",Consultora Joana,2016-06-22,nosub,false
22680,2016,3,2016-11-18,Missão Empresarial - Feira Superminas Food Show 2016,Conhecimento das novidades do mercado da panificaçao e apreciar as novas tecnologias disponiveis.,O grupo foi à mesma feira no ano anterior 2015,"O grupo irá à Feira Superminas Food Show, Feira Supermercadista e da Panificação que acontece no Expominas em Belo Horizonte no mês de Out/2016.",2016-09-15,2016-10-19,Joana COnsultora,,,"R$700,00 custo do transporte de ida e volta. O grupo irá pagar com recursos próprios.",Joana Consultora - Todos,2016-11-18,termi,false
22680,2016,4,2016-11-18,Treinamento Motivacional para os nucleados,Obter mais conhecimento para trabalhar em seus negocios com mais motivacao e espirito de liderança apesar das adversidades e da crise economica.,,O grupo irá contratar uma psicologa para ministrar um treinamento de 05 sessoes de 02h cada para fins motivacionais.,2016-10-19,2016-12-31,Joana,,Cintia Sampaio,"O treinamento foi acertado com o custo conforme segue: R$240,00x 05 sessões = R$1.200 (hum mil e duzentos reais) para todo o grupo e será pago com recursos próprios. o local do treinamento sera na ACIDELREI bem como a utilização dos equipamentos sem custo de locação.",Joana,2016-11-18,nosub,false
22680,2017,1,2017-02-08,FESTIVAL DE NATAL NUSIPAN,Aumentar o fuxo de clientes no ponto de venda e aumentar o faturamento,,Festival de Natal Nusipan - venda de produtos de confeitaria da época de natal,2016-11-25,2016-12-31,Todos do Nucleo,Assessoria de Comunicação ACIDELREI,,Divulgação,Joana - Consultora,2017-02-08,nosub,false
22680,2017,2,2017-04-10,Workshop de Novidades,"Atualizar a equipe de produção com relação as novidades de produtos, aumentando o mix das padarias",,Realizar um workshop individualizado em cada padaria para o setor de produção no que tange as novidades do mercado.,2017-04-04,2017-06-30,Joana,ITPC - Sebrae - ACIDELREI,ITPC - Sebrae - ACIDELREI,A definir após orçamentos do Sebrae através do Sebraetec,Joana,2017-04-10,nosub,false
22680,2017,3,2017-04-10,Workshop de Atendimento e Vendas,Melhorar o desempenho dos colaboradores e aumentar a venda dos novos produtos das padarias,,Workshop individual para cada padaria in loco treinando os colaboradores para melhorar o atendimento e as vendas.,2017-04-04,2017-06-30,Joana,ITPC - Sebrae - ACIDELREI,ITPC - Sebrae - ACIDELREI,A definir após orçamentos do Sebrae através do Sebraetec,Joana,2017-04-10,nosub,false
22680,2017,4,2017-06-01,Festival de Caldos e Canjicas Nusipan,"Aumentar as vendas
Conquistar novos clientes",Receita financeira anterior ao festival e posterior a ação,"Venda da canjica e caldos prontos p/ consumo nos estabelecimentos como uma alternativa estratégica. Ação coletiva, o “Festival de caldos e Canjica"".",2017-06-01,2017-08-30,Todos,Todos,ACIDELREI,Divulgação,Joana,2017-06-01,nosub,false
22680,2018,1,2018-02-03,Consultoria e Capacitação - Projeto GO,"Melhorar os processos de produção das padarias, bem como corrigir falhas dos fluxos internos através de um diagnostico detalhado. Atender as MPE´s por meio de ferramentas, métodos e tecnologias da Engª de Produção realizando um diagnóstico através do levantamento das necessidades das empresas.",Diagnóstico realizado pela equipe do projeto.,Parceria entre o deptº de Engenharia de Produção da UFSJ e a ACE/Empreender c/ o objetivo de melhorar a competitividade empresarial.,2017-03-01,2017-12-15,Joana,UFSJ e ACIDELREI,Dept de Engª de Produção UFSJ,Fornecidos pela Universidade Federal de São João del-Rei,Joana,2018-02-03,,false
22680,2018,2,2018-02-03,Workshop de Novos Produtos no Setor de Panificação,Atualizar as empresas com as novidades de produtos no mercado da panificação. Capacitar a equipe de produção das padarias para confecção e produção desses novos produtos.,Mix de produtos antes do workshop X Mix de produtos depois do Workshop,Parceria com o Sebrae de São João del-Rei através do SEBRAETEC capacitando as empresas com as novidades de produtos no mercado da panificação,2017-04-01,2017-10-31,Joana,SEBRAE/SEBRAETEC/ACIDELREI,SEBRAE,Material de consultoria e cursos fornecidos pelo Sebrae.,Joana,2018-02-03,,false
22680,2018,3,2018-02-03,Workshop de Atendimento e Vendas,Melhorar o atendimento e aumento de vendas do mix de produtos das empresas.,Relação das vendas no período anterior ao workshop do SEBRAE.,Parceria com o Sebrae de São João del-Rei através do SEBRAETEC capacitando as empresas e seus colaboradores para atendimento e vendas.,2017-04-01,2017-10-31,Joana,SEBRAE/SEBRAETEC/ACIDELREI,SEBRAE,Fornecidos pelo Sebrae,Joana,2018-02-03,,false
22680,2018,4,2018-02-03,Festival Nusipan de Sanduíches,Aumentar a venda e a lucratividade das empresas através da vendas de produtos diferentes e criativos.,Comparativo das vendas de antes do Festival e depois do evento.,"Venda de sanduíches de receitas diversas, buscando promover novos clientes para este segmento e aumentar as vendas dos estabelecimento.",2017-08-10,2017-11-30,Joana,ACIDELREI,ACIDELREI,Identidade Visual da promoção e Divulgação,Joana,2018-02-03,,false
22680,2018,5,2018-02-03,Atualização do Regimento Interno do Nucleo Nusipan,Ter um regimento interno bem definido e atualizado para continuidade do trabalho em grupo dos empresários de forma clara e objetiva.,Regimento Interno anterior/antigo.,Com a ajuda da consultora o nucleo ira realizar a renovação e atualização do regimento interno do nucleo.,2018-01-24,2018-03-30,Joana,Nucleados,ACIDELREI,Regimento Interno anterior,Joana,2018-02-03,,false
22680,2018,6,2018-02-03,Capacitação dos empresarios sobre a Reforma Trabalhista,"Capacitação dos empresários sobre as novas regras, e direitos dos colaboradores de suas empresas.",,Com o auxílio da assessoria jurídica da ACI os empresários receberão uma capacitação sobre a reforma trabalhista.,2018-01-24,2018-03-30,Joana,Nucleados,Escritório de Advocacia Rozzetto e Silva,Não se aplica,Joana,2018-02-03,,false
22681,2016,1,2016-05-27,CURSO DE GESTÃO,"EM PARCERIA COM O SEBRAE FORAM FEITAS 2(DUAS) OFICINAS : SEI PLANEJAR E SEI CRESCER, NOS DIAS 04/05 E 05/05. AS NUCLEADAS PARTICIPARAM DAS OFICINAS OFERECIDAS PELO SEBRAE E FICARAM MUITO SATISFEITAS.",,"OS INSTRUTORES PASSARAM INFORMAÇÕES SOBRE COMO PLANEJAR , GERIR E FAZER CRESCER A EMPRESA.",2016-04-25,2016-05-05,ACIACF,ROBERTA GODINHO,SEBRAE,"DATA-SHOW, ALUGUEL DO ESPAÇO, PAPEL DE OFÍCIO, PILOTOS, NOTEBOOK, HORAS DOS TÉCNICOS.",,2017-03-08,termi,false
22681,2016,2,2016-09-17,curso de colorimetria,As empresárias vão participar de um curso de colorimetria na cidade de Feira de Santana no dia 10/10/2016.,,As nucleadas há muito questionam a falta de um curso de colorimetria que seja mais técnico. Com isso foi oferecido pela empresa KCB um curso nessa área.,2016-09-13,2016-10-10,Ednalva Raimunda da silva,ACIACF,,transporte para o local do evento,Alone Alves dos santos,2017-03-08,termi,false
22681,2016,3,2016-11-12,Selo Empreender,"Ficou decidido que será feito um outdoor com as empresas nucleadas em dezembro, mostrando quais empresas fazem parte do Empreender e o diferencial destas empresas para as outras.",,"Elaboração de normas para o selo Empreender, divulgação em redes sociais , outdoor e rádio local.",2016-10-26,2016-12-01,Maria Arlete e Givoneide alves,Associação comercial,Gráfica Pint point  /mvm,"Contrapartida das nucleadas para confecção de folder e outdoor, horas técnicas de um profissional da vigilância sanitária.",Maria Arlete,2017-08-10,termi,false
22681,2017,1,2017-03-02,curso de terapia capilar,Algumas nucleadas entraram em contato com a escola em Feira de Santana e já iniciaram o curso.,É um curso completo pra quem já tem experiência.,"Curso de terapia capilar é oferecido por uma empresa em Feira de Santana BA, à 350km de distância de Campo Formoso.",2017-02-02,2017-07-07,Givoneide Alves,,KCB cosméticos,"transporte, hospedagem.",Alone Alves dos santos,2017-03-08,termi,false
22681,2017,2,2017-04-29,Encontro estadual do Empreender em Feira de Santana,As nucleadas irão participar do evento,,As nucleadas irão participar do evento só é necessário definir o transporte.,2017-05-15,2017-05-15,roberta Godinho,,prefeitura municipal de Campo Formoso,transporte para o deslocamento dos nucleados,,2017-04-29,nosub,false
22681,2017,3,2017-06-05,OFICINA SEI CONTROLAR MEU DINHEIRO,No dia 10/05/2017 acontecerá a oficina.,,"Em parceria com o SEBRAE será oferecida a Oficina do MEI , Sei controlar meu dinheiro.",2017-04-17,2017-05-10,Givoneide Alves,,Sebrae,"Espaço, som, data show , caneta e papel",,2017-06-05,nosub,false
22681,2017,4,2017-07-13,Oficina sei vender,Oficina gratuita oferecida pelo SEBRAE,,Foi realizado no dia 13/07/2017 a oficina Sei vender realizada no auditório da ACIACF com a participação de algumas nucleadas,2017-07-05,2017-07-13,Givoneide Alves,,SEBRAE,"Sala, microfone, caixa de som , data show e horas do consultor",Maria Arlete,2017-07-13,nosub,false
22681,2017,6,2017-12-01,Outdoor natalino,Outdoor exposto no período natalino de  15/12/2016 à 15/01/2017 com seis empresas participantes,,"..As nucleadas do Projeto Empreender fizeram um outdoor para ser exposto no período de 15/12/2016 à 15/01/2017, desejando um feliz natal aos seus clientes.",2016-12-15,2017-01-15,Givoneide Moreira,KCB empresa de cosmético,Sebrae,"Serviços de gráfica, fotógrafo, pessoa responsável pela colagem e aluguel do espaço.",Alone Alves,2017-12-01,nosub,false
22681,2017,7,2017-12-01,Palestra com Herriete Cedraz,"A coordenadora do Projeto Empreender realizou uma palestra com o tema ""Mulheres Empreendedoras"" na sede da ACIACF .",,"Foi realizada uma palestra com a  coordenadora estadual do Projeto Empreender  Herriete Cedraz cujo tema foi  ""MULHERES EMPREENDEDORAS"".",2016-05-05,2016-06-01,Roberta Godinho,aciacf,Sebrae,"Local, horas técnicas, equipamentos .",,2017-12-01,nosub,false
22683,2016,1,2016-06-01,Plano ações prévias de preparação do Planejamento,Equalizar Conhecimento do grupo das principais ferramentas mídias sociais.,70% do grupo ter conhecimento das principais ferramentas,"Palestra sobre ferramentas de mídias,  busca no mercado de consultorias, grupo facebook para discussão e Pesquisa Programa Empreender sobre grupos similares.",2016-06-01,2016-12-31,Janice,"Janice, Marcelo,Vagner, Tamiosso","HD, Osório, Sebrae, URI",Não teremos custos.,Marcelo,2017-01-25,termi,false
22683,2016,2,2016-11-30,Plano de ação e-commerce,Buscar o conhecimento das ferramentas e do processo de implantação do e-commerce.,No mínimo uma empresa do NS implementar o e-ecommerce e 50%terem o conhecimento das ferramentas e processo.,"Visita técnicas a empresas, busca de experiências e plataformas exitosas, consultoria de modelo de negócio, parcerias, eventos.",2016-11-29,2017-11-30,Sadi,"Claudio, Bruno, Tamiosso, Adriano","Sebrae, Fecomércio, AGS, SW, URI, IFF, SER","Consultoria, plataformas, treinamento a definir.",Bruno,2017-10-01,atras,false
22683,2017,1,2017-09-05,Eventos para 2017,Qualificar e motivar empreendedores para a  área da tecnologia.,"No mínimo 40% de participação , bem como disponibilizar os eventos a instituições parceiras(URI, IFF, Prefeitura, Sindicato Rural, CES)","Realizar eventos como workshops, palestras  e Startup Weekend.",2017-03-01,2017-11-30,Sadi,"Iandri, Carla, Henrique, Ricardo","URI, IFF, CES, PREF.,EMPRESAS PRIVADAS, Agência Desenvolvimento",A definir de acordo com os recursos dos parceiros envolvidos.Usar relacionamentos e conseguir palestrantes via parceria.,Tamiosso,2017-09-05,atras,false
22684,2016,1,2016-07-07,Profissionais Qualificados,,,O grupo vai tentar sanar o problema priorizado que é a falta de Profissionais Qualificados com o apoio do Sindicato das Panificadoras.,2016-08-02,2016-10-11,Roberto Alves da Silva,,,,,2016-07-07,nosub,false
22685,2016,1,2016-07-19,8º congresso Internacional de Educação de Gramado,Empresas e profissionais capacitados e atualizadas no ramo de educação,Número de empresas participantes no congresso,"Ciclos de Aprendizagem, Gestão Educacional Qualificada, Políticas e Inovações Curriculares, Profissão e Formação Docente e as Práticas Escolar",2016-07-19,2016-07-21,Maurien,"Maristela, Josiani",,"Transporte, credencial",Todos os integrantes do grupo,2017-06-06,nosub,false
22685,2016,2,2016-09-16,Criação de identidade visual (nome e logo),"Grupo com identidade visual, para padronização e melhor divulgação",Logo do grupo criado,Criar logo do grupo,2016-06-01,2016-06-30,Maristela,Maurien,comunicação da Microempa,Comunicação,,2017-06-06,nosub,false
22685,2016,3,2016-09-16,Teatro Madagascar,Buscar teatro do Madagascar de forma conjunta para todas as escolas,número de crianças na apresentação,"Buscar teatro do madagascar de forma conjunta para todas as escolas, pois é muito caro uma escola apenas trazer pois o grupo é de Sp",2016-08-01,2016-08-30,Maurien,todos do grupo,,"atores, teatro, transporte para as crianças",,2017-06-07,nosub,false
22685,2016,4,2016-09-16,Realização de teatros de Fantoches,Realização de teatros de fantoches em todas as escolas do grupo com preço acessível,número de crianças participando dos teatros,"Realização de teatros de fantoche em cada escola para os alunos, com a ação coletiva os valores ficaram muito menores",2016-09-01,2016-09-15,Maristela,todos do grupo,,"Atores, espaço nas escolas",maurien,2017-06-06,nosub,false
